id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1265300599744212998,1265300599744212998,1590506145000,2020-05-26,23:15:45,¢Dx¢D_?D¡PCRE?!,537595598,guyguy60,GUY BOCIAN,,Fauci: 'Dying cancer victims should just be glad they didn't get COVID-19 with a 99.8% cure rate'  https://genesiustimes.com/fauci-dying-cancer-victims-should-just-be-glad-they-didnt-get-covid-19-with-a-99-8-cure-rate/#.Xs0ynJAsbNQ.twitter …,[],['https://genesiustimes.com/fauci-dying-cancer-victims-should-just-be-glad-they-didnt-get-covid-19-with-a-99-8-cure-rate/#.Xs0ynJAsbNQ.twitter'],[],0,0,0,[],[],https://twitter.com/GuyGuy60/status/1265300599744212998,False,,0,,,,,,,"[{'user_id': '537595598', 'username': 'GuyGuy60'}]",,,,
1265299413200769030,1265299413200769030,1590505862000,2020-05-26,23:11:02,¢Dx¢D_?D¡PCRE?!,345062377,ctoam,CTOAM,,"Your FREE guide to COVID-19 and cancer 👉
Watch here:  https://buff.ly/2TAvHm4 
#COVID19 #cancercare pic.twitter.com/bdCQOzqCc1",[],['https://buff.ly/2TAvHm4'],['https://pbs.twimg.com/media/EY8_HE3X0Acof1I.jpg'],0,0,0,"['#covid19', '#cancercare']",[],https://twitter.com/CTOAM/status/1265299413200769030,False,,0,,,,,,,"[{'user_id': '345062377', 'username': 'CTOAM'}]",,,,
1265299186200776704,1265299186200776704,1590505808000,2020-05-26,23:10:08,¢Dx¢D_?D¡PCRE?!,3084205791,netcancerblog,NeuroendocrineCancer,,"Ronny Allan: Living with #NeuroendocrineCancer during COVID-19 restrictions 7 – A story of swans, cycling, VE Day and my 124th monthly cancer treatment via @ronnyallan1  https://buff.ly/2TzMXb6  pic.twitter.com/IdQ4DMZ5VZ",['ronnyallan1'],['https://buff.ly/2TzMXb6'],"['https://pbs.twimg.com/media/EY8-51yX0AAYSoI.jpg', 'https://pbs.twimg.com/media/EY8-519WAAAgsgl.jpg', 'https://pbs.twimg.com/media/EY8-5yoWkAAYdqN.png', 'https://pbs.twimg.com/media/EY8-5zMXQAAfoM7.png']",0,1,2,['#neuroendocrinecancer'],[],https://twitter.com/NETCancerBlog/status/1265299186200776704,False,,0,,,,,,,"[{'user_id': '3084205791', 'username': 'NETCancerBlog'}, {'user_id': '707912470', 'username': 'RonnyAllan1'}]",,,,
1265299169020915712,1265299169020915712,1590505804000,2020-05-26,23:10:04,¢Dx¢D_?D¡PCRE?!,2231656719,2getherk,2Gether Konnected,,"Our Chair reflects on the COVID-19 emergency
 http://ow.ly/JskX50zPMfx 
#article #repost #share #2GK #2getherk #2GetherKonnected #cancerservices #cancer #cancers #cancercommunity #services #families #southwark #charity #signpost #support #help #community #volunteers #lockdown",[],['http://ow.ly/JskX50zPMfx'],[],0,0,0,"['#article', '#repost', '#share', '#2gk', '#2getherk', '#2getherkonnected', '#cancerservices', '#cancer', '#cancers', '#cancercommunity', '#services', '#families', '#southwark', '#charity', '#signpost', '#support', '#help', '#community', '#volunteers', '#lockdown']",[],https://twitter.com/2getherK/status/1265299169020915712,False,,0,,,,,,,"[{'user_id': '2231656719', 'username': '2getherK'}]",,,,
1265299090478379008,1265299090478379008,1590505785000,2020-05-26,23:09:45,¢Dx¢D_?D¡PCRE?!,1247464894653489152,youdiagnose,YouDiagnose,,"Covid-19 crisis-Cancer care service disruption , what if we had AI technology that would personalise care ,increase capacity and earlier diagnosis. 
#cancer #ai #rcgp",[],[],[],0,0,0,"['#cancer', '#ai', '#rcgp']",[],https://twitter.com/YouDiagnose/status/1265299090478379008,False,,0,,,,,,,"[{'user_id': '1247464894653489152', 'username': 'YouDiagnose'}]",,,,
1265298767596515328,1264983078759514113,1590505708000,2020-05-26,23:08:28,¢Dx¢D_?D¡PCRE?!,1431744560,condorian2487,Elizabeth,,Numbers are inflated.  Hit by a car?  Covid 19. Stage 4 cancer with 2 weeks to live?  Covid 19.  Gang shooting?  Covid 19.  The truth is coming out.,"['stacy_e', 'coreysdigs', 'shem_infinite']",[],[],0,0,0,[],[],https://twitter.com/Condorian2487/status/1265298767596515328,False,,0,,,,,,,"[{'user_id': '1431744560', 'username': 'Condorian2487'}, {'user_id': '16134606', 'username': 'stacy_e'}, {'user_id': '809974521746911232', 'username': 'CoreysDigs'}, {'user_id': '988807767031885824', 'username': 'Shem_Infinite'}]",,,,
1265297925795713028,1265297925795713028,1590505508000,2020-05-26,23:05:08,¢Dx¢D_?D¡PCRE?!,1277938110,eliasayoub_mcd,Elie Ayoub,,"The Biological therapy for cancer ""Avdoralimab"" could be help the Covid-19 patients 
 https://www.mc-doualiya.com/chronicles/%D8%B5%D8%AD%D8%AA%D9%83%D9%85-%D8%AA%D9%87%D9%85%D9%86%D8%A7/20200526-%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D9%88%D9%84%D9%88%D8%AC%D9%8A-%D9%84%D9%84%D8%B3%D8%B1%D8%B7%D8%A7%D9%86-avdoralimab-%D9%82%D8%AF-%D9%8A%D8%AE%D8%AF%D9%85-%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%A8%D9%8A%D9%86-%D8%A8%D8%A7%D9%84%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7 …",[],['https://www.mc-doualiya.com/chronicles/%D8%B5%D8%AD%D8%AA%D9%83%D9%85-%D8%AA%D9%87%D9%85%D9%86%D8%A7/20200526-%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D9%88%D9%84%D9%88%D8%AC%D9%8A-%D9%84%D9%84%D8%B3%D8%B1%D8%B7%D8%A7%D9%86-avdoralimab-%D9%82%D8%AF-%D9%8A%D8%AE%D8%AF%D9%85-%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%A8%D9%8A%D9%86-%D8%A8%D8%A7%D9%84%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7'],[],0,0,0,[],[],https://twitter.com/EliasAyoub_MCD/status/1265297925795713028,False,,0,,,,,,,"[{'user_id': '1277938110', 'username': 'EliasAyoub_MCD'}]",,,,
1265297164462436356,1265297164462436356,1590505326000,2020-05-26,23:02:06,¢Dx¢D_?D¡PCRE?!,1253102865738055682,zentorno14,Zentorno,,"We've always been told that the earlier the diagnosis of a disease/ cancer, the higher the chance of survival. How many diagnoses have we missed because of this lockdown and NHS's all out focus on covid 19? We will never see the indirect deaths from the lockdown in the media/WHO",[],[],[],0,0,0,[],[],https://twitter.com/Zentorno14/status/1265297164462436356,False,,0,,,,,,,"[{'user_id': '1253102865738055682', 'username': 'Zentorno14'}]",,,,
1265297042525609984,1265297042525609984,1590505297000,2020-05-26,23:01:37,¢Dx¢D_?D¡PCRE?!,1100876847573798913,vbcancercare,Value-Based Cancer Care,,"Experts share insights on the effects of #COVID19 & cancer care delivery. Join us on Wed, 5/27, 8 am EDT, for the AVBCC “An Actuarial View of COVID-19: Payers, Providers, Healthcare Reform: COVID-19 Impact on Cancer Care and Road to Recovery” live webcast.  https://bit.ly/2ZvhNp8  pic.twitter.com/6Hz7FBjOki",[],['https://bit.ly/2ZvhNp8'],['https://pbs.twimg.com/media/EY889JJWoAEjvt3.jpg'],0,2,0,['#covid19'],[],https://twitter.com/VBCancerCare/status/1265297042525609984,False,,0,,,,,,,"[{'user_id': '1100876847573798913', 'username': 'VBCancerCare'}]",,,,
1265297042320039936,1265297042320039936,1590505297000,2020-05-26,23:01:37,¢Dx¢D_?D¡PCRE?!,1263825043815116802,burtzweigenhaft,"Burt Zweigenhaft, PhD, D.Litt",,"Experts share insights on the effects of #COVID19 & cancer care delivery. Join me on Wed, 5/27, 8 am EDT, for the AVBCC “An Actuarial View of COVID-19: Payers, Providers, Healthcare Reform: COVID-19 Impact on Cancer Care and Road to Recovery” live webcast.  https://bit.ly/2ZvhNp8  pic.twitter.com/pruQvYdhOK",[],['https://bit.ly/2ZvhNp8'],['https://pbs.twimg.com/media/EY889G_XQAEFvdn.jpg'],0,0,0,['#covid19'],[],https://twitter.com/BurtZweigenhaft/status/1265297042320039936,False,,0,,,,,,,"[{'user_id': '1263825043815116802', 'username': 'BurtZweigenhaft'}]",,,,
1265297041812570116,1265297041812570116,1590505297000,2020-05-26,23:01:37,¢Dx¢D_?D¡PCRE?!,1117852262515212290,tulanedoctors,TulaneDoctors,,"EVENT TODAY! Dr. Oliver Sartor, Medical Director of the Tulane Cancer Center, will be participating in a Webcast this evening. COVID-19 and Cancer Care- What Oncologists Need to Know Today. Tuesday, May 26: 7PM CST. Register Here:  http://ow.ly/596T50zNPSN  pic.twitter.com/Ep7Zu3cFbc",[],['http://ow.ly/596T50zNPSN'],['https://pbs.twimg.com/media/EY889CDXkAEMstY.png'],0,0,0,[],[],https://twitter.com/TulaneDoctors/status/1265297041812570116,False,,0,,,,,,,"[{'user_id': '1117852262515212290', 'username': 'TulaneDoctors'}]",,,,
1265296750899867649,1265296750899867649,1590505228000,2020-05-26,23:00:28,¢Dx¢D_?D¡PCRE?!,2776401775,evidentlybetter,Evidently Better,,Our latest Community Bulletin: Government to offer Covid-19 antibody tests to health and social care staff and patients in England; Improved deal means new treatment for a type of advanced breast cancer can be recommended by NICE; & more  https://tinyurl.com/ya2ljuyd  pic.twitter.com/9mmiuT3pvo,[],['https://tinyurl.com/ya2ljuyd'],['https://pbs.twimg.com/media/EY88ld6WAAAn1uc.png'],0,0,0,[],[],https://twitter.com/EvidentlyBetter/status/1265296750899867649,False,,0,,,,,,,"[{'user_id': '2776401775', 'username': 'EvidentlyBetter'}]",,,,
1265296657861804032,1265296657861804032,1590505205000,2020-05-26,23:00:05,¢Dx¢D_?D¡PCRE?!,1094001161571586048,liquidbiopsynow,Liquid Biopsy Labs,,"Your FREE guide to COVID-19 and cancer 👉  https://buff.ly/2TAvHm4  
From our sister company, @CTOAM
#COVID19 #cancercare pic.twitter.com/59QRKa1Llv",['ctoam'],['https://buff.ly/2TAvHm4'],['https://pbs.twimg.com/media/EY88mt_XgAMeBtZ.jpg'],0,0,0,"['#covid19', '#cancercare']",[],https://twitter.com/LiquidBiopsyNow/status/1265296657861804032,False,,0,,,,,,,"[{'user_id': '1094001161571586048', 'username': 'LiquidBiopsyNow'}, {'user_id': '345062377', 'username': 'CTOAM'}]",,,,
1265295333103452164,1265292020135886848,1590504890000,2020-05-26,22:54:50,¢Dx¢D_?D¡PCRE?!,1233532243336990722,tobata15,Tobata☁️,,"Consipiracie theorists are saying that it cause Covid-19, and other diseases like cancer, and people are believing it. Even though Covid is a virus and 5G is a range of electromagnetic waves. 2 completely different things.",['arai_nanodaa'],[],[],1,0,1,[],[],https://twitter.com/Tobata15/status/1265295333103452164,False,,0,,,,,,,"[{'user_id': '1233532243336990722', 'username': 'Tobata15'}, {'user_id': '1239283985550905345', 'username': 'Arai_nanodaa'}]",,,,
1265294794672267264,1265284942562549761,1590504761000,2020-05-26,22:52:41,¢Dx¢D_?D¡PCRE?!,729511212,commoncentsman,Common Cents  ⭐️  ⭐️   ⭐️,,"But at least COVID-19 eliminates both Flu and Cancer deaths.  Might be a net positive, not sure.",['jaketapper'],[],[],0,0,0,[],[],https://twitter.com/commoncentsman/status/1265294794672267264,False,,0,,,,,,,"[{'user_id': '729511212', 'username': 'commoncentsman'}, {'user_id': '14529929', 'username': 'jaketapper'}]",,,,
1265294706168258562,1265294706168258562,1590504740000,2020-05-26,22:52:20,¢Dx¢D_?D¡PCRE?!,26092950,xclusive__,Xclusive,,Covid-19 and @realDonaldTrump  both are cancer to the US and the World... Both need to be getting rid of to for the world a better and safe place......,['realdonaldtrump'],[],[],0,0,0,[],[],https://twitter.com/Xclusive__/status/1265294706168258562,False,,0,,,,,,,"[{'user_id': '26092950', 'username': 'Xclusive__'}, {'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1265294487103864833,1265229721769512961,1590504688000,2020-05-26,22:51:28,¢Dx¢D_?D¡PCRE?!,1237749083856670720,golferguykc,Mr2putts,,"It's also shown flu, heart disease, cancer, etc deaths started tapering off around march and April. A lot of those were labelled covid-19 instead.","['jezmundphish', 'nypost']",[],[],1,0,0,[],[],https://twitter.com/golferguykc/status/1265294487103864833,False,,0,,,,,,,"[{'user_id': '1237749083856670720', 'username': 'golferguykc'}, {'user_id': '713696026650083328', 'username': 'Jezmundphish'}, {'user_id': '17469289', 'username': 'nypost'}]",,,,
1265294476945297412,1265294476945297412,1590504685000,2020-05-26,22:51:25,¢Dx¢D_?D¡PCRE?!,304577084,mesistem,MESISTEM - Permanent Life Technology,,"@billgates @melindagates @gatesfoundation @richardbranson Ultra low cost immunotherapy paradigm can reduce national health spending by over 95%. Deploy modular Mesclinics w/Mesbanks w/IUIs. Covid-19, virus, bacteria, cancer, aging cure available now w/ IUI  http://mesistem.com/mesistem_025.htm …","['billgates', 'melindagates', 'gatesfoundation', 'richardbranson']",['http://mesistem.com/mesistem_025.htm'],[],0,0,0,[],[],https://twitter.com/MESISTEM/status/1265294476945297412,False,,0,,,,,,,"[{'user_id': '304577084', 'username': 'MESISTEM'}, {'user_id': '50393960', 'username': 'BillGates'}, {'user_id': '161801527', 'username': 'melindagates'}, {'user_id': '17899109', 'username': 'gatesfoundation'}, {'user_id': '8161232', 'username': 'richardbranson'}]",,,,
1265293869635252227,1265293869635252227,1590504541000,2020-05-26,22:49:01,¢Dx¢D_?D¡PCRE?!,737711847642701825,jacobdeveral,TheCatfishJake,,Unfortunately cancer hasn't stopped because of COVID-19. Join @craigcampbelltv @withrowzone @LLSTennessee #Catfish4ACure in our mission to kick CANCER'S ass. This Friday night May 29th Facebook live 7pm. Music and more.,"['craigcampbelltv', 'withrowzone', 'llstennessee']",[],[],0,1,2,['#catfish4acure'],[],https://twitter.com/JacobDeveral/status/1265293869635252227,False,,0,,,,,,,"[{'user_id': '737711847642701825', 'username': 'JacobDeveral'}, {'user_id': '119201526', 'username': 'craigcampbelltv'}, {'user_id': '249357254', 'username': 'withrowzone'}, {'user_id': '31178258', 'username': 'LLSTennessee'}]",,,,
1265293837032992769,1265293837032992769,1590504533000,2020-05-26,22:48:53,¢Dx¢D_?D¡PCRE?!,304577084,mesistem,MESISTEM - Permanent Life Technology,,"@AOC @SenSanders @AndrewYang @elonmusk @jack @JoeBiden  Ultra low cost immunotherapy paradigm can reduce national health spending by over 95%. Deploy modular Mesclinics w/Mesbanks w/IUIs. Covid-19, virus, bacteria, cancer, aging cure available now w/ IUI:  http://www.mesistem.com/mesistem_025.htm …","['aoc', 'sensanders', 'andrewyang', 'elonmusk', 'jack', 'joebiden']",['http://www.mesistem.com/mesistem_025.htm'],[],0,0,0,[],[],https://twitter.com/MESISTEM/status/1265293837032992769,False,,0,,,,,,,"[{'user_id': '304577084', 'username': 'MESISTEM'}, {'user_id': '138203134', 'username': 'AOC'}, {'user_id': '29442313', 'username': 'SenSanders'}, {'user_id': '2228878592', 'username': 'AndrewYang'}, {'user_id': '44196397', 'username': 'elonmusk'}, {'user_id': '12', 'username': 'jack'}, {'user_id': '939091', 'username': 'JoeBiden'}]",,,,
1265293448560730120,1265293448560730120,1590504440000,2020-05-26,22:47:20,¢Dx¢D_?D¡PCRE?!,3324652197,trossachsdirect,Trossachs Directory,,"NHS Forth Valley - If you have a non-covid-19 health concern, GP surgeries and hospitals are still here for you. Don’t ignore warning signs of serious conditions. Seek help for emergencies, possible cancer signs and attend immunisation appointments.
@NHSForthValley pic.twitter.com/dIwP6UBO2W",['nhsforthvalley'],[],['https://pbs.twimg.com/media/EY7-s7DWkAM2Bib.png'],0,0,0,[],[],https://twitter.com/trossachsdirect/status/1265293448560730120,False,,0,,,,,,,"[{'user_id': '3324652197', 'username': 'trossachsdirect'}, {'user_id': '310254075', 'username': 'NHSForthValley'}]",,,,
1265293122575241218,1265293122575241218,1590504363000,2020-05-26,22:46:03,¢Dx¢D_?D¡PCRE?!,2794850834,diagnostics_lr,MolecularDiagnostics,,"“We’re looking to extend this technology to diagnose other diseases – renal disease, prostate and kidney cancers, urinary tract infections as well as rapid and cost-effective detection of viruses such as Covid-19.”  https://buff.ly/3geJkkB  pic.twitter.com/7EJFV99zP2",[],['https://buff.ly/3geJkkB'],['https://pbs.twimg.com/media/EY85Y7AXsAAmV1g.jpg'],0,0,1,[],[],https://twitter.com/Diagnostics_LR/status/1265293122575241218,False,,0,,,,,,,"[{'user_id': '2794850834', 'username': 'Diagnostics_LR'}]",,,,
1265292889325817856,1264912066672046081,1590504307000,2020-05-26,22:45:07,¢Dx¢D_?D¡PCRE?!,1221443356733202434,scott08461772,Scott,,"If you are referring to the COVID-19, not all of them even tested positive for the virus, but doctors put on the death certificate that these people all died from COVID-19 related deaths. Have a heart attack, cancer,stroke, diabetes, gunshot wounds they all had COVID-19","['davidhogg111', 'realdonaldtrump']",[],[],0,0,0,[],[],https://twitter.com/Scott08461772/status/1265292889325817856,False,,0,,,,,,,"[{'user_id': '1221443356733202434', 'username': 'Scott08461772'}, {'user_id': '1915033663', 'username': 'davidhogg111'}, {'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1265292861601431552,1265292861601431552,1590504300000,2020-05-26,22:45:00,¢Dx¢D_?D¡PCRE?!,30287046,maura_mccarthy,maura mccarthy,,"As we head into @ASCO Virtual scientific meeting  #ASCO20 , important to acknowledge work happening now to ensure that treatments and diagnostics continue to be available, so that we maintain essential #cancer services during #COVID__19. @uicc resources ⬇️ https://twitter.com/uicc/status/1265160907774140416 …","['asco', 'uicc']",['https://twitter.com/uicc/status/1265160907774140416'],[],0,0,0,"['#asco20', '#cancer', '#covid__19']",[],https://twitter.com/maura_mccarthy/status/1265292861601431552,False,https://twitter.com/uicc/status/1265160907774140416,0,,,,,,,"[{'user_id': '30287046', 'username': 'maura_mccarthy'}, {'user_id': '20187065', 'username': 'ASCO'}, {'user_id': '53023973', 'username': 'uicc'}]",,,,
1265292605199388672,1265292605199388672,1590504239000,2020-05-26,22:43:59,¢Dx¢D_?D¡PCRE?!,2765567177,fergie_theleg,ChiefSavior,,"U.S. deaths per year:
Automobile: 36,000
Suicide: 50,000 
Heart disease: 640,000
Cancer: 610,000
Flu: 20,000-60,000
Gun: 40,000-60,000

U.S. COVID-19 deaths in past 78 days:
100,000

Let's open back up! #WeNeedPopulationControl",[],[],[],0,0,0,['#weneedpopulationcontrol'],[],https://twitter.com/Fergie_TheLeg/status/1265292605199388672,False,,0,,,,,,,"[{'user_id': '2765567177', 'username': 'Fergie_TheLeg'}]",,,,
